Latitude,Longitude,Name,
-82.315295,27.240268,Myakka River State Park Campground,(941) 923-1120
-82.28885,27.047206,Myakka RV Resort,(941) 426-5040
-83.88175,42.80623,Myers Lake Campground,(810) 266-4511
-92.769164,30.021552,Myers Landing and RV,(337) 774-2338
-93.350757,30.228658,Mylander Mobile Home  Park,(337) 625-4199
-70.67276,41.820498,Myles Standish State Forest  Charge Pond,(508) 866-2526
-70.690939,41.844252,Myles Standish State Forest Barletts Pond,(508) 866-2526
-70.665909,41.827208,Myles Standish State Forest Fearing Pond Area 1,(508) 866-2526
-70.670184,41.833062,Myles Standish State Forest Fearing Pond Area 2,(508) 866-2526
-93.308916,43.637289,Myre Big Island State Park Campground,(507) 379-3403
-91.706867,45.193784,Myron County Park,(715) 658-1726
-78.611793,33.854308,Myrtle Beach RV Resort,(843) 249-1484
-78.93822,33.64896,Myrtle Beach State Park,(843) 238-5325
-78.773667,33.777628,Myrtle Beach Travel Park,(843) 449-3714
-92.221621,43.629628,Mystery Cave State Park Campground C,(507) 352-5111
-85.871222,43.384511,Mystery Creek Campground,(231) 652-6915
-103.30728,43.97365,Mystery Mountain Resort,(605) 342-5368
-68.451895,46.419275,Mystic Acres Campround,(207) 435-8077
-124.074372,41.5761472,Mystic Forest RV Park,(707) 482-4901
-103.703169,44.252852,Mystic Hills Hideaway,(605) 584-4794
-112.110267,38.633817,Mystic Hot Springs of Monroe,(435) 527-3286
-87.314397,30.854002,Mystic Springs Cove Inc,(850) 256-3280
-92.088313,42.866596,N Woods Co Park,(319) 882-4742
-64.9777,44.3289,N.S. Guides Association,(902) 682-2782
-112.801782,51.474428,Nacmine Community Campground,(403) 823-4383
-87.475574,35.434279,Naco Natchez Trace Wilderness 1000 trails,(931) 796-3422
-84.703992,49.454124,Nagagamisis PP campground,(807) 868-2254
-128.281431,61.270349,Nahanni Range Campground (no services),
-122.820518,50.296961,Nairn Falls PP Campground,(604) 986-9371
-93.163222,31.725241,Nakatosh Campground,(318) 352-0911
-117.68557,50.296217,Nakusp Hot Springs Campground and Chalets,(250) 265-3689/(866) 999-4528
-88.591067,32.402923,Nanabe Creek Campgrounds,(601) 485-4711
-99.727544,29.583453,Nana's RV Park On the Frio,(830) 232-4653
-124.208727,49.264429,Nanoose Creek Campground,(250) 468-7186
-83.75387,35.43135,Nantahala National Forest Cable Cove Campground,(828) 479-6431
-83.614672,35.33472,Nantahala National Forest Camp Inn Campground Nantahla River Rafting,(828) 488-5424
-84.02859,35.09277,Nantahala National Forest Hanging Dog Campground Tusquitee Ranger Dist,(828) 837-5152
-83.76811,35.00964,Nantahala National Forest Jackrabbit Mountain Campground,(828) 837-5152
-113.771763,50.353187,Nanton Campground,(403) 646-5673(Unserviced)
-122.275504,38.296086,Napa Valley Expo RV Park,(707) 253-4900
-70.60028,43.949811,Naples Campground,(207) 693-5267
-81.686849,26.103247,Naples Gardens RV Resorts,(866) 617-8464
-81.688866,26.056562,Naples Motorcoach Resort,(866) 942-2942
-99.776203,46.501122,Napoleon City Park and Campground,(701)754-2266
-118.724814,55.760702,Nardam Lake Campground,(780) 765-3687
-104.641616,54.110582,Narrow Hills Provincial Park Baldy Lake Campground,(306) 426-2622/(800) 205-7070
-104.676731,53.998995,Narrow Hills Provincial Park -Ispuchaw Lake Campground,(306) 426-2622/(800) 205-7070
-104.626313,54.02456,Narrow Hills Provincial Park -Lower Fishing Lake Campground,(306) 426-2622/(800) 205-7070
-104.667255,53.986156,Narrow Hills Provincial Park-Zeden Lake Campground,(306) 426-2622/(800) 205-7070 (No services)
-113.610399,54.617487,Narrow Lake Campground,(780) 675-2273/(844) 662-2273(Unserviced)
-98.777402,51.082,Narrows  Lodge Campground,(204) 768-2749
-105.432015,40.691293,Narrows Campground,(970) 295-6700
-85.03063,41.97803,Narrows Campground L.L.C.,(517) 279-7225
-76.293428,44.69702,Narrows Lock Campground,(613) 272-3401
-75.970659,40.194134,Narvon Lake-in-wood Campground,(717) 445-5525
-74.7976,39.414283,Nascar RV Resorts At Mays Landing,(888) 789-6649
-123.769804,46.363875,Naselle RV Park,(360) 484-3440
-106.23351,41.358616,Nash Fork Campground,(307) 745-2300
-82.104418,40.010748,Nashport Dillon State Park Campground,(866) 644-6727
-86.70929,36.37355,Nashville Country RV Park,(615) 859-0348
-86.52996,35.9663,Nashville I-24 Campground,(615) 459-5818
-86.7175,36.33746,Nashville North Campground,(615) 859-0075
-93.862719,33.94841,Nashville Parks & Recreation,(870) 845-7405
-86.602544,36.158724,Nashville Shores RV Park,(615) 889-7050
-86.70084,36.2313,Nashville's Jellystone Park,(615) 889-4225
-93.168648,47.384283,Nashwauk City park Campground,(218) 885-1000
-70.632419,43.886844,Nason's Beach and Campground,(207) 787-2345
-90.5693,30.7149,Natalbany Creek Campground   RV Park,(985) 748-5160
-70.702581,45.354073,Natanis Point Campground,(207) 297-2694
-91.216835,31.59942,Natchez SP Campground,(601) 442-2658
-89.269291,33.417025,Natchez Trace Jeff Busby Campground,(615) 522-4865
-88.81811,34.14606,Natchez Trace RV Park,(662) 767-8609
-88.270217,35.792021,Natchez Trace State Park,(731) 968-3742
-88.291007,35.693469,Natchez Trace State Park Pin Oak Lodge Campground,(731) 968-8176
-111.402198,40.198541,National forest Balsam campground,(877) 444-6777
-81.954656,39.942421,National Road Campground,(740) 819-0226
-75.157449,38.206581,National Seashore - Bayside,(410) 641-3030
-94.328093,41.576458,Nations Bridge County Park Campground,(515) 523-1789
-81.394546,31.430331,Native Woods Campground (Nudist),(912) 437-6415
-114.510506,42.345899,Nat-Soo-Pah Hot Springs,(208) 655-4337
-83.676333,37.775583,Natural Bridge State Resort Park,(606) 663-2214
-109.983583,37.60869,Natural Bridges National Monument Campground,(435) 692-1234
-79.087649,38.352428,Natural Chimneys Park Campground,(540) 245-5727
-94.670385,36.175234,Natural Falls State Park Campground,(918) 422-5802
-95.904028,29.309027,Natural Horisun,(979) 657-3061
-81.741624,37.611759,Natural Resources Department,(304) 682-8633
-84.79295,39.85253,Natural Springs Resort,(937) 437-5771
-82.737886,36.706192,Natural Tunnel State Park Campground,(276) 940-2674
-82.6602,29.0086,Nature Coast Landings RV Resort,(352) 447-5820
-71.790098,46.876451,Nature Détente (Domaine Naturiste),(800) 797-4491
-94.507276,29.505957,Nature's Best Rv park,(409) 286-5434
-71.853503,41.581964,Nature's Campsites,(860) 376-4203
-85.106552,43.429658,Nature's Chain Of Lakes Campground,(989) 365-3564
-83.353351,29.663978,Nature's Coast RV Resort,(352) 498-7344
-105.101755,54.0346,Nature's Haven Lodge,(306) 426-2222
-113.785018,50.80823,Natures Hideaway Campground,(403) 938-8185
-97.855363,27.467837,Nature's Own RV Resort,(361) 221-2928
-98.01986,26.31712,Natures Resort,(956) 262-4014
-82.60671,28.79786,Nature's Resort   Marina,(352) 628-9544
-85.598873,30.116004,Nautical Point RV Park & Rental,(850) 871-5545
-82.125029,29.154004,Nautilus Mobile Home & RV Park,(352) 629-6242
-91.376056,40.53762,Nauvoo State Park Campground,(217) 453-2318
-107.61802,36.821149,Navajo Lake SP Pine River Campground,(505) 632-2278
-107.678187,36.810343,Navajo Lake State Park Cottonwood Campground,(505) 632-2278
-107.588627,36.83157,Navajo Lake State Park Sims Mesa Campground,(505) 632-2278
-107.418059,37.007109,Navajo SP - Carracas Campground,(970) 883-2208
-107.409076,37.008347,Navajo SP - Rosa Campground,(970) 883-2208
-107.420344,37.004873,Navajo SP - Tiffany Campground,(970) 883-2208
-107.272741,37.213119,Navajo Trail Campground,(719) 589-9460
-86.83783,30.40947,Navarre Beach Campground,(850) 939-2188
-96.116357,30.375643,Navasota Municipal RV Park,(936) 825-2241
-89.855226,35.366556,Navy Lake RA - DOD,(901) 872-3660
-76.862275,37.97792,Naylor's Beach Campground Inc,(804) 333-3951
-98.357554,28.45018,Naylor's RV Park,(361) 786-3019
-83.92215,40.492729,ndian Hallow Campground Vacation Cottages,(937) 842-2792
-99.610961,48.857021,Neameyer Field Campground,(701) 477-3610
-83.882624,41.522753,Neapolis Hidden Lake Campgrounds,(419) 875-5476
-81.76019,26.12012,Neapolitan Cove RV Park,(239) 793-0091
-116.92447,44.03579,Neat Retreat RV Park,(208) 452-4324
-98.325715,40.909045,Nebraska State Fair Camp Ground,(308) 382-1620
-97.47027,42.84888,Nebraska Tailwaters Coe-Lewis Clark Lake,(402) 667-2546
-114.60516,34.846804,Needles Marina Park,(760) 326-2197
-109.742868,38.175202,Needles Outpost,(435) 979-4007
-99.454894,50.229153,Neepawa Lions Riverbend Camping,(204) 476-7676
-79.30103,44.35356,Neezh Meegwunun Family Campground & Cabins,(705) 437-3025
-123.934493,45.703332,Nehalem Bay SP,(503) 986-0707
-123.770639,45.725889,Nehalem Falls Campground,(503) 986-0707
-123.92926,45.660047,Nehalem Jetty Marina and Rv Park,(503) 368-5746
-67.999056,46.640972,Neil E Michaud Campground,(207) 769-1951
-106.22144,37.06775,nejos River Campground,(719) 376-5943
-96.718013,41.841278,Neligh Park Campground,(402) 372-0184
-89.4446554,30.403145,Nella's RV Park,(228) 586-0053
-117.286431,49.497921,Nelson City Campground,(250) 352-7618
-95.586523,41.936034,Nelson Park Crawford County Park,(712) 643-5426
-72.51248,41.6108,Nelson's Family Campground,(860) 267-5364
-92.006793,44.421359,Nelson's Landing RV Park,(507) 951-2842
-83.704313,35.2449,Nelson's Nantahala Hideaway,(828) 321-4407
-81.83506,28.99178,Nelson's Outdoor Resort,(352) 821-3474
-80.806238,28.613439,Nelson's RV Park,(321) 267-3562
-92.03934,46.694772,Nemadji Campground,(715) 398-7829
-93.274111,37.863972,Nemo Park Coe Pomme de Terre Lake,(417) 993-5529
-149.0909,64.56044,Nenana Valley RV Park,(907) 832-5230
-120.207995,49.391983,Nendick's Campsites nd RV Park,(250) 292 8557
-96.512287,38.67637,Neosho Park Recreation Area,(620) 767-5195
-70.380399,43.515137,Nere Beach Family Campground,(207) 934-7614
-93.10531,44.34179,Nerstrand Big Woods State Park,(866) 857-2757
-91.05791,43.91599,Neshonoc Lakeside Camp Resort,(608) 786-1792
-124.41449,42.50171,Nesika Beach RV Park   Campground,(541) 247-6077
-123.97498,45.09318,Neskowin Creek RV Resort,(503) 392-3355
-68.582923,45.630016,Nesowadnehunk Campground,(207) 746-0008
-69.07087,46.02017,Nesowadnehunk Lake Wilderness Campground,(207) 458-1551
-106.77813,53.929214,Nesscore Ventures Rent-A-Yurt & Nesslin Lake Campground,(306) 277-9453
-78.616764,44.462774,Nestle In Resort,(705) 793-2491
-79.388786,43.082484,NET Camping Resort,(905) 892-3737
-123.937034,45.427425,Netarts Bay RV Park Marina,(503) 842-7774
-96.94222,50.29926,Netley Resorts Ltd,(204) 738-2203
-76.948206,34.980341,Neuse River Recreation Area Flanners Beach Campground,(252) 638-5628
-77.587134,35.260413,Neuseway Nature Park,(252) 939-3367
-121.079344,39.203574,Nevada County Fairgrounds Campground,(530) 273-6217
-116.01859,36.31207,Nevada Treasure RV Resort,(800) 429-6665
-82.676919,30.058615,Neverdunn Slow Easy RV Park,(386) 961-8540
-74.62088,41.800712,Neversink River Campgrounds,(845) 434-8926
-121.936724,36.982675,New Brighton State Beach campground,(831) 464-6330
-117.375612,49.987404,New Denver Municipal Campground,(250) 358-2316
-72.289439,44.320323,New Discovery Campground Groton SF,(802) 426-3042
-81.40572,44.415036,New Fairway Park Campground,(519) 389-9800
-109.967919,43.081125,New Fork Lakes Campground,(307) 367-4326
-100.053009,43.902595,New Frontier RV Campground,(605) 895-2604
-117.700553,40.98199,New Frontier RV Park,(775) 621-5277
-89.62994,42.78707,New Glarus Woods SP,(608) 527-2335
-63.333516,46.398266,New Glasgow Highlands Campground,(902) 964-3232
-80.71592,32.88379,New Green Acres RV Park,(843) 538-3450
-121.49107,38.22732,New Hope Landing,(209) 794-2627
-87.317346,38.323857,New Lake County Park,(812) 664-6652
-94.310056,47.27314,New Leech Lake Campground,(218) 654-3785
-101.947517,46.371536,New Leipzig City Park,(701) 584-2278
-73.99609,42.02162,New Life Campground,(845) 706-5797
-97.644421,30.677063,New Life Rv Park,(512) 931-2073
-85.253789,39.846551,New Lisbon Campgrounds,(765) 332-2948
-82.493694,41.100977,New London Indian Trail Campground,(419) 929-1135
-82.417553,41.070533,New London Village Reservoir Park,(419) 929-8609
-79.973196,44.352308,new lowell campground,(705) 424-2942
-114.937056,52.363474,New Old Town Cottages & RV Park,(403) 844-4442
-89.75339,30.23988,New Orleans East Kampground,(800) 562-2128
-84.746468,39.952822,New Paris Arrowhead Campground,(937) 996-6203
-76.276871,37.343145,New Point RV Resort (Morgan RV Resorts,(804) 725-5120
-81.153306,36.569932,New River Campground and Canoe Inc.,(336) 372-8793
-81.187715,38.158872,New River Campground Inc.,(304) 632-9821
-81.12138,38.05017,New River Gorge Adventure Center,(304) 574-1802
-80.609157,37.234683,New River Junction Campground,(540) 639-6633
-93.63609,32.04929,New Rockdale RV Park,(318) 871-9918
-102.532432,47.980454,New Town Marina,(701) 627-3900
-87.434822,38.874305,New Vision RV Park,(812) 745-2125
-91.127758,42.529795,New Wine Park Dubuque County Park,(563) 921-3475
-116.61677,34.81478,Newberry Mountain RV Park,(760) 257-0066
-121.47388,43.71264,Newberry RV Park,(541) 536-7596
-81.667586,40.211264,Newcomerstown Lake Lila Campground,(740) 498-8452
-96.324701,48.351331,Newfolden City Park (6 sites),(218) 874-7135
-71.73664,43.65473,Newfound RV Park,(603) 744-3344
-115.1871,49.020658,Newgate Sandy Shores Resort,(250)887-3272/(877)993-2288
-100.411085,32.484347,Newman Park,(325) 236-6313
-96.160146,31.727454,Newman's RV Park,(903) 389-9913
-76.216458,40.328923,Newmanstown Shady Oak Campground,(717) 949-3177
-117.89222,33.61486,Newport Dunes Waterfront Resort 382 sites,(949) 729-3863
-77.055511,40.480074,Newport Green Valley Campground,(717) 567-3039
-76.55854,37.18858,Newport News Park Campsites,(757) 888-3333
-84.175157,30.198887,Newport Park Campground,(850) 925-4530
-96.570193,43.219041,Newton Hills SP,(605) 987-2263
-86.58728,48.78085,Neys Lunch & Campground,(807) 229-1869
-86.611045,48.777452,Neys Provincial Park,(807) 229-1624
-78.63003,43.22897,Niagara County Camping Resort,(716) 434-3991
-78.916383,43.096421,Niagara Falls Campground,(716) 731-3434
-79.14206,43.08889,Niagara Falls KOA,(905) 356-2267
-78.57508,43.29226,Niagara Hartland RV Resort,(716) 795-3812
-78.858307,43.242287,Niagara Woodland Campground RV Service Center,(716) 791-3101
-78.855587,43.205898,Niagara's Lazy Lakes Camping Resort,(716) 433-2479
-99.246066,28.446765,Niavez RV Park,(830) 202-7644
-93.67772,30.199659,Niblett's Bluff Park,((337) 589-7117
-90.415911,29.988328,Nicholas RV Park,(985) 783-6905
-95.980959,35.408293,Nichols Lake (FREE),(918) 652-3348
-73.599436,40.591552,Nickerson Beach Campground,(516) 571-7724
-74.4627,42.41345,Nickerson Park Campground,(607) 588-7327
-72.09746,41.83057,Nickerson Park Family Campground,(860) 455-0007
-70.030823,41.775362,Nickerson SP,(508) 896-3491
-103.778423,49.592553,Nickle Lake Regional Park,(306)842-7522
-74.981674,43.688201,Nicks Lake Campground DEC,(315) 369-3314
-79.81173,44.168,Nicolston Dam Campground,(705) 435-7946
-95.32757,41.73255,Nielsen RV Park,(712) 627-4640
-120.55605,41.49487,Nifty RV and Mobile Home Park,(530) 233-5322
-91.022158,30.464296,Night RV Park,(225) 275-0679
-125.237426,52.373842,Nimpo Lake Resort,(250) 742-3239
-61.96692,45.17423,Nimrod's Campground,(902) 522-2441
-93.754361,40.588639,Nine Eagles SP with campground,(641) 442-2855
-91.073527,47.578128,Ninemile Campground,(218) 626-4300
-94.392285,29.810007,Ninth Street RV Park,(409) 296-9390
-98.066086,42.75127,Niobrara State Park Campground,(402) 857-3373
-104.007817,53.386599,Nipawin and District Campground,(800) 205-7070
-104.026512,53.34988,Nipawin Motor Inn & RV Park,(306) 862-3911
-95.329295,41.567796,Nishna Bend Recreation Area (County),(712) 744-3403
-122.72266,47.066501,Nisqually Plaza RV Park,(360) 491-3831
-134.859672,67.349844,Nitainlaii Territorial Park (Unserviced),(867) 873-7317
-118.857576,55.055051,Nitehawk Wilderness RV Park,(780) 532-6637/(888) 754-6778(Toll-free)
-80.732636,43.402098,Nith River Campgrounds,(519) 662-3784
-125.025302,54.011077,Nithi Resort,(250) 699-6675
-119.440603,49.038479,NK'MIP Resort,(250) 495-7279
-84.49043,46.41872,nnow Lake Campground,(906) 632-6980
-103.46594,44.36337,No Name City RV Park,(605) 347-8891
-118.521819,50.974389,Noah's Ark Resort,(877) 455-2267
-86.021898,34.042499,Noccalula Falls Campgrounds,(256) 543-7412
-94.217327,47.348594,Nodak Lodge Campgrounds,(218) 665-2226
-94.990003,40.763682,Nodaway Valley County Park,(712) 542-3864
-78.512096,40.651873,Noel's Trailer Court,(814) 943-5192
-80.393333,46.15043,Noelville Family Resort,(705) 898-2059
-105.006998,51.514468,Nokomis Campground,(306) 528-2010
-82.431894,36.098844,Nolichucky Gorge Campground,(423) 743-8876
-86.211909,37.297119,Nolin Lake State Park Campground,(270) 286-4240
-93.967987,47.753707,Noma Lake Campground and Picnic Area,(218) 335-8600
-95.410326,32.228786,Noon Day RV Park,(903) 534-5695
-103.006906,48.886271,Noonan Lions Campground,(701) 925-3000
-95.264953,50.47768,Nopiming Provincial Park - Tulabi Falls Campground,(204) 277-5212/(800)214-6497/(888)482-2267
-95.24944,50.85655,Nopiming Provincial Park Beresford Lake Campground,(204) 277-5212/(800) 214-6497/(888) 482-2267
-95.308675,50.473523,Nopiming Provincial Park Bird Lake Campground,(800) 214-6497/(888) 482-2267
-95.380238,50.674568,Nopiming Provincial Park Black Lake Campground,(800) 214-6497/(888) 482-2267
-115.486014,49.538688,Norbury Lake Provincial Park Campground,(250) 422-3003
-112.9541,52.866893,Nordic Campground,(780) 855-3915
-89.73684,43.434675,Nordic Pines Campground,(608) 356-5810
-80.270582,42.748467,Norfolk Area Conservation Area,(519) 428-1460
-80.04465,43.60431,Nor-Halton Park,(519) 853-2959
-90.73414,44.575409,Norm & Ann's Campground,(715) 254-6855
-71.28144,42.04145,Normandy Farms Family Camping Resort,(866) 673-2767
-110.327716,34.956105,Normas RV Park,(928) 288-3273
-82.26078,45.88719,Norm's Tent & Trailer Park,(705) 282-2827
-114.75755,55.30675,Norm's Walleye Camp & R.V. Park,(780) 849-5204
-102.091618,51.884358,Norquay Campground,(306) 594-2101
-84.083534,36.223051,Norris Dam State Park Campground,(865) 426-7461
-97.418267,50.484262,Norris Lake Recreation Park -Norrris Lake Campground,(800)214-6497/(888)482-2267
-89.779007,33.843842,North Abutment Public Use Area,
-114.0412,48.43782,North American RV Park,(406) 387-5800
-119.821649,51.346349,North Barriere Lake Resort,(250) 579-9616
-76.441956,43.316381,North Bay Campgrounds,(315) 592-2256
-75.978438,36.714849,North Bay Shore Campground,(757) 426-7911
-87.782583,44.963639,North Bay Shore Oconto County Park,(920) 834-6825
-81.30516,29.95209,North Beach Camp resort,(904) 824-1806
-120.634066,35.132151,North Beach Campground,(805) 489-1869
-75.467768,35.594006,North Beach Campground,(252) 987-2378
-73.23582,44.49495,North Beach Campground,(802) 862-0942
-78.3122418,36.5935477,North Bend Park,(434) 738-0059
-81.111574,39.222105,North Bend SP,(304) 643-2931
-112.165076,43.374692,North Bingham County Park,(208) 357-1895
-70.69773,44.08767,North Bridgton- Lakeside Pines Campground,(207) 647-3935
-112.522528,54.66051,North Buck Lake Prov. Rec. Area,(780) 689-4602
-121.097889,48.690111,North Cascades NP-Ross Lake NRA Colonial Creek CG,(360) 854-7200
-121.262417,48.673194,North Cascades NP-Ross Lake NRA Goodell Creek CG,(360) 854-7200
-121.260725,48.670643,North Cascades NP-Ross Lake NRA Hozomeen CG,(360) 854-7200
-121.250611,48.672778,North Cascades NP-Ross Lake NRA Newhalem Creek CG,(360) 854-7200
-92.523593,42.847696,North Cedar Park Bremer County Park,(319) 882-4742
-107.139248,37.83427,North Clear Creek,(719) 657-3321
-109.302054,33.062015,North Clifton RV Park City Park,(928) 865-9064
-80.16854,26.06558,North Coast RV Park   Marina,(954) 983-2083
-119.097066,48.938189,North Country Christian Campground,(509) 485-2011
-79.585667,37.542375,North Creek Campground George Washington & Jefferson National Forests,(540) 291-2188
-97.100214,31.648902,North Crest RV Park,(254) 799-3963
-120.718228,40.734218,North Eagle Lake Campground BLM,(530) 257-0456
-79.822137,42.103132,North East Creekside Campgrounds,(814) 725-5523
-79.776595,42.167792,North East Family Affair Campground,(814) 725-8112
-106.319266,38.6116,North Fork Campground,(970) 319-2670
-86.436604,37.630902,North Fork Campground,(270) 257-8139
-111.905652,41.370379,North Fork Park Campground,(801) 399-8491
-114.541708,50.753916,North Fork Prov. Rec. Area,(403) 949-3132
-78.22928,38.95522,North Fork Resort,(540) 636-2995
-108.702685,39.322211,North Fruita Desert Campground BLM,(970) 244-3000
-115.009003,51.389325,North Ghost Provincial Recreation Area,(403) 932-6051(No services)
-102.782542,48.908982,North Gold RV Park,(701) 645-1410
-118.000891,48.785828,North Gorge Campground,(509) 633-9441
-89.607157,33.834435,North Graysport,(662) 226-5911
-73.236234,44.908422,North Hero State Park Campground,(802) 372-8727
-84.759553,44.51476,North Higgins Lake State Park,(800) 447-2757
-82.3135,36.1747,North Indian Creek Campground,(615) 897-2233
-116.229134,34.171553,North Joshua Tree BLM,
-81.09918,26.98551,North Lake Estates RV Resort Morgan RV Resorts,(863) 946-0700
-118.124142,48.692252,North Lake RV Park and Campground,(509) 738-2593
-124.16256,43.57764,North Lake RV Resort Marina,(541) 759-3515
-76.006366,36.557435,North Landing Beach Campground And RV,(757) 426-6241
-92.175227,34.769386,North Little Rock RV Park,(501) 945-2202
-70.08198,42.04462,North Of Highland Camping Area,(508) 487-1191
-92.970583,41.377778,North Overlook Coe - Red Rock Lake,(641) 828-7522
-102.7764,46.90685,North Park Campground,(701) 227-8498
-82.655456,43.856963,North Park Campground City Park,(989) 479-9554
-112.114808,33.685737,North Phoenix Campground and RV,(623) 581-3969
-95.524779,29.878951,North Pines,(713) 466-4151
-119.564131,37.739914,North Pines Campground,(800) 436-7275
-98.567369,43.082831,North Point Campground Coe Fort Randall Dam,(605) 487-7046
-94.756022,32.612644,North Point RV Park,(903) 663-6400
-73.824802,44.387426,North Pole Camping Resort,(518) 946-7733
-101.097844,33.054032,North Ridge RV Park,(806) 777-8193
-112.05813,36.21348,North Rim Campground - Grand Canyon National Park,(877) 444-6777
-107.708336,38.585327,North Rim Campground (NO HOOKUPS),(970) 641-2337
-76.02136,36.3046,North River Campground   RV Park,(252) 336-4414
-99.126852,47.678064,North Riverside Park,(701) 947-2461
-106.217827,40.876814,North Sand Hills Campground BLM,(303) 239-3600
-88.9964,38.074779,North Sandusky Campground,(618) 625-6115
-81.25555,44.69561,North Sauble Sands Campground,(519) 422-1033
-121.188529,40.312818,North Shore Campground,(530) 258-3376
-117.168178,34.266653,North Shore Campground,(877) 444-6777
-114.866116,43.919917,North Shore Campground,(208) 727-5013
-89.125057,46.15938,North Shore Campground,(906) 544-2188
-109.244718,44.502877,North Shore Campground -Buffalo Bill State Park,(307) 587-9227
-95.728597,32.937029,North Shore Landing RV Park and Guest House,(903) 473-4087
-101.791214,41.267041,North Shore Lodge,(308) 355-2222
-99.219828,40.085604,North Shore Marina,(308) 799-2315
-86.23447,43.08456,North Shore MHC and RV,(616) 846-6361
-97.280748,30.16728,North Shore Park - Lake Bastrop,(512) 498-1922
-99.48116,44.068363,North Shore Recreation Area - Free Campsites,
-83.26738,33.54564,North Shore Resort at Lake Oconee,(706) 453-4505
-105.221707,40.356818,North Shore RV & Store,(970) 663-6200
-98.697299,32.373904,North Shore RV Park,(254) 647-3200
-77.624275,44.035187,North Shore RV Park,(613) 475-2036
-117.394982,47.756425,North Spokane RV Campground,(509) 315-5561
-93.650811,47.557354,North Star Campground Chippewa National Forest,(218) 335-8600
-84.1300053,44.642994,North Star Resort and Campground,(989) 826-3278
-97.34442,37.86815,North Star RV Park,(316) 755-0592
-104.142786,32.329082,North Star RV Park,(575) 361-3303
-101.35315,52.60135,North Steeprock Lake Provincial Park -North Steeprock Lake Campground,(204) 734-3429/(800)214-6497
-103.264661,40.789453,North Sterling State Park,(970) 522-3657
-103.270636,40.766316,North Sterling State Park- Inlet Grove Campground,(970) 522-3657
-96.606684,33.614985,North Texas RV,(903) 893-8659
-93.737552,31.551603,North Toledo Bend State Park,(318) 645-4715
-107.534037,44.781086,North Tongue River Campground Bighorn National Forest,(877) 444-6777
-91.91357,46.24373,North View Campground,(715) 376-4528
-98.825553,43.171927,North Wheeler Recreation Area,(605) 487-7046
-122.64587,48.39064,North Whidbey RV Park,(360) 675-9597
-115.820408,41.687375,North Wild Horse Campground,(775) 753-0200
-90.140052,44.520598,North Wood County Park,(715) 421-8422
-74.04359,42.20009,North/South Lake Campground Catskills SF,(518) 589-5058
-74.177609,43.192514,Northampton Beach Campground Adirondack SF,(518) 863-6000
-104.64618,40.07175,Northeast Denver/Pepper Pod Campground,(303) 536-4763
-109.430886,54.410683,Northern Cross Resort Ltd,(306) 238-4608
-85.78988,44.38096,Northern Exposure Campground,(231) 885-1199
-88.94272,45.41366,Northern Hideaway RV Park Campground,(715) 484-3373
-98.440462,47.97294,Northern Lakeview Campground,(701) 247-2384
-57.06378,51.433611,Northern Light Inn Campground,(709) 931-2332/(800) 563-3788
-89.724886,43.432415,Northern Lights Campground,(888) 947-2757
-94.539855,47.053573,Northern Lights Casino (Free Parking),(218) 547-2744
-105.754529,53.1806,Northern Lights Casino (Free Parking),
-103.222421,54.695592,Northern Lights Lodge (Deschambault Lake),(306) 384-5007/(780) 669-2704
-120.291708,55.766558,Northern Lights RV Park,
-145.486485,62.107597,Northern Nights RV Campground,(907) 822-3199
-69.44882,45.669584,Northern Pride Lodge and Campground,(207) 695-2890
-112.803218,54.423499,Northern Ridge Golf Course Campground,(780) 576-3939
-125.771609,59.009087,Northern Rockies Lodge RV Park,(250) 776-3481
-89.55161,45.50806,Northforest Campgrounds,(715) 453-2522
-102.267923,48.923191,Northgate Dam Rec Center County Park,(701) 377-2990
-80.856786,28.690228,Northgate RV Park,(321) 267-0144
-95.283827,32.396297,Northgate Rv Park,(903) 533-8242
-86.94278,34.82342,Northgate RV Travel Park,(256) 232-8800
-97.086351,49.961231,Northgate Trailer Park,(204) 339-6631
-92.102798,45.524371,Northlake Campgrounds,(715) 822-2440
-95.398036,30.021613,Northlake RV Resort,(281) 209-1770
-97.250836,33.0301,Northlake Village RV Park,(817) 430-3303
-91.97479,46.64783,Northland Camping RV Park,(715) 398-3327
-85.927017,46.253408,Northland Outfitters Camping Resort,(906) 586-9801
-122.768372,54.033971,Northlands Trailer Park and RV,(250) 962-5010
-82.706208,42.688997,Northpointe Shores RV Resort,(586) 250-2800
-122.901412,39.102586,Northport Trailer Resort,(707) 263-6311
-68.96992,44.35149,Northport Travel Park Campground,(207) 338-2077
-114.63193,34.86543,Northshore RV Resort,(760) 326-5111
-95.09427,30.81475,Northshore Rv Resort,(936) 646-3124
-72.17062,43.31293,Northstar Campground,(603) 863-4001
-89.389311,38.147228,Northtown RV Park,(618) 977-0324
-62.715422,45.968503,Northumberland Provincial Park,(902) 962-7418
-101.028006,47.300332,Northview RV Park,(701) 462-3709
-96.880617,48.451703,Northwest Acres CG - City,(218) 478-3614
-76.152856,36.584569,Northwest River Park,(757) 421-3145
-95.82034,30.0134,Northwest RV Park,(281) 744-7266
-97.568544,47.729462,Northwood City RV,(701) 587-6301
-82.678594,29.024897,Northwood Estates Mobile Home RV Park,(352) 447-2759
-91.769281,45.631634,Northwood Shores,(715) 234-1150
-83.848614,40.528873,Northwoods Campground,(937) 843-9000
